Unnamed: 0,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,cluster
6647,"Do you rent in Southern Victoria? If yes, we want to hear from you!  Southern Victoria needs more affordable housing. Data on current rental rates and related info can help justify developments.  Please complete our housing survey.  Thank you!
https://t.co/LXDHp0fzWN https://t.co/zkgynpehnv",2023-02-16 03:32:29.908970,1625927328609050624,2023-02-15 18:37:38+00:00,0.0,0.0,0.0,0.0,,,PerthNB,234,Victoria (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,Victoria,positive,0.39469575881958,0
6648,"160 years of serving the Victoria community is no small feat. We are proud to be a member of this dynamic organization. The Chamber is committed to supporting and promoting a sustainable business community in Greater Victoria. 

Learn more here: https://t.co/FPdzWjMA94 https://t.co/ZduhPce3L6",2023-02-16 03:32:29.908977,1625927045120405504,2023-02-15 18:36:30+00:00,0.0,0.0,0.0,0.0,,,PCMWorkplaceLaw,46,Victoria (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,Victoria,positive,0.395216882228851,9
6651,"Our work on housing referenced by @Victoria_Spratt in her weekly housing newsletter - ""there is currently not a single place in the country where it is affordable for a woman on her own who has an average income to buy or rent a home"" . https://t.co/zVVFCiCN6M As anyone who has ever lay awake worrying about how to pay a bill will tell you, it’s very difficult to enjoy the pleasures of romance – to give or receive love – when you’re experiencing financial stress📨 Read @Victoria_Spratt's latest newsletter https://t.co/NjUokNjL9r",2023-02-16 03:32:29.997877,1625837173416108034,2023-02-15 12:39:23+00:00,0.0,6.0,23.0,10.0,,,WomensBudgetGrp,15185,Victoria (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,Victoria,neutral,0.366738498210907,10
6652,@CTVVancouver The developers can subsidize translink and build high density affordable housing next to skytrain stns. #cdnpoli #bcpoli #vanpoli #vanre #Vancouver #Victoria #SurreyBC,2023-02-16 03:32:30.081745,1625682164791627776,2023-02-15 02:23:26+00:00,0.0,0.0,1.0,0.0,,,HomerErotica69,17,Victoria (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,Victoria,positive,0.382139563560486,5
6654,"Single people need affordable housing, not flowers on Valentine’s Day

📨 Read @Victoria_Spratt's latest newsletter https://t.co/ljlNzfu4mr",2023-02-16 03:32:30.081769,1625541885040246810,2023-02-14 17:06:01+00:00,0.0,0.0,1.0,1.0,,,NEF,86045,Victoria (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,Victoria,neutral,0.372532576322555,5
6655,"🚨NEW: This government is spending X5 more subsidising private landlords through housing benefits that on its entire affordable housebuilding programme.

New NEF research covered by @Victoria_Spratt in @theipaper👇 
https://t.co/VYYVsI6oaH https://t.co/VKsToRsAfP",2023-02-16 03:32:30.081776,1625538162394116096,2023-02-14 16:51:13+00:00,3.0,2.0,30.0,29.0,,,lagosforlagos,2431,Victoria (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,Victoria,neutral,0.360052496194839,5
6665,The desire to make a difference and address the #ruralhealth crisis in Victoria is strong in this packed room. A day of exploration at the #RWAV Conference in #Geelong #healthcare #ruralhealth @RWAVictoria https://t.co/SpWiNvrY28,2023-02-16 03:32:33.019275,1625988070788198400,2023-02-15 22:39:00+00:00,0.0,0.0,1.0,0.0,,,LarterHealth,207,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.402119398117065,14
6666,Spectrum has embraced the recommendations of the Royal Commission into Victoria’s #MentalHealth System &amp; expanded its lived experience workforce. The #LivedExperience team works alongside clinicians to embed its expertise across Spectrum. More info: pg 6 https://t.co/ZHDEd41ZZK https://t.co/cNMU2sktET,2023-02-16 03:32:33.019283,1625985560174292992,2023-02-15 22:29:01+00:00,0.0,0.0,3.0,1.0,,,SpectrumBPD,401,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.381403833627701,14
6670,"Well he's right when he speaks about Social Housing, 30,000 homes is to small a target, there were 50,000 in the que in front of me last June and that's just Victoria! Underfunded over 30 years what where Labor thinking? https://t.co/dpdijORPnX Adam Bandt threatens government’s agenda, but is he serious? | The New Daily https://t.co/cQLKpfLzoJ",2023-02-16 03:32:33.088048,1625956882497286144,2023-02-15 20:35:04+00:00,0.0,0.0,0.0,0.0,,,HeatherMacaule1,356,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,neutral,0.376449704170227,13
6673,"I worked with Danielle while MP for Victoria, &amp; I am so moved by her experience &amp; the importance of CPR training. Thank you Danielle for sharing, &amp; thank you to our heroic healthcare professionals who continue to provide excellent care to those in need. https://t.co/SbKglx7gSi",2023-02-16 03:32:33.088089,1625929710638338048,2023-02-15 18:47:05+00:00,0.0,0.0,5.0,0.0,,,MurrayRankinNDP,2521,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.377178579568863,14
6680,"😁👍 Victoria has been delivering #DisabilityInclusion training to #Bolton service providers.
4 more sessions to go!

🤩 “So important to have training from lived experience” - Attendee 

👉 Go to https://t.co/Il3A0YIBnp to find out more!

@boltoncouncil #TeamBolton https://t.co/pQ5yp8rvk5",2023-02-16 03:32:33.167239,1625773042625396736,2023-02-15 08:24:33+00:00,1.0,0.0,11.0,3.0,,,happysmilescic,1336,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.383884698152542,9
6684,"""Victoria’s community health services ensure that world-class healthcare is accessible to all, especially the most vulnerable and hard-to-reach people in our communities."" - Sean Duffy, BCH CEO #Ballarat #CommunityHealthFIRST https://t.co/XM8jjjVObG",2023-02-16 03:32:33.167297,1625724504763924480,2023-02-15 05:11:41+00:00,0.0,1.0,2.0,1.0,,,BallaratCH,533,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.408359199762344,14
6689,"Great to sit down with Premier @Dave_Eby, Minister @adriandix and Minister @Rob_Fleming alongside my colleague Minister @jyduclos in beautiful Victoria today. On healthcare and on infrastructure, our two governments will keep working together to deliver for British Columbians. https://t.co/XqZEW7AjlB",2023-02-16 03:32:33.167343,1625650202257367045,2023-02-15 00:16:25+00:00,30.0,3.0,55.0,9.0,,,DLeBlancNB,13297,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,negative,0.372680962085724,9
6690,"@twtrrr @JulieCollinsMP Has anyone looked at what the States are doing regarding the number of social housing? Victoria has their Social Housing Project spending over $5B to build 12,000 homes &amp; apartments with more $$ contributed each year.",2023-02-16 03:32:33.167351,1625645366405373952,2023-02-14 23:57:13+00:00,0.0,0.0,0.0,0.0,,,glenpen60,3728,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.361935436725617,0
6691,"Too bad @ourplacesociety is in the business of making money off of folks experiencing homelessness,  mental health, and addictions due to a complete lack of support from the @VanIslandHealth healthcare system and the government!!!!

It's on CFAX, gross

https://t.co/x5knCmSey9",2023-02-16 03:32:33.167358,1625643815569707011,2023-02-14 23:51:03+00:00,0.0,0.0,1.0,0.0,,,DanielJSands76,118,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,neutral,0.402405083179474,1
6693,"@nikhil_woodruff @NEF @Victoria_Spratt @theipaper Hi, yes that’s right. We didn’t include housing support going to social tenants in our calculations, only that going to private sector tenants (including universal credit)",2023-02-16 03:32:33.248440,1625633990429245440,2023-02-14 23:12:00+00:00,0.0,0.0,1.0,0.0,,,alex_dinerLOFC,211,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.374757945537567,5
